Date,EmployeeID,Category,Amount,Merchant,Description
2025-07-17,EMP100,Meals,15.61,Panera,Meals expense at Panera
2025-03-14,EMP003,Software,4418.69,AWS,Software expense at AWS
2025-11-06,EMP015,IT Hardware,691.29,Newegg,IT Hardware expense at Newegg
2024-12-23,EMP144,Office,126.58,Office Depot,Office expense at Office Depot
2025-02-01,EMP019,Travel,757.75,Hertz,Travel expense at Hertz
2025-03-20,EMP055,IT Hardware,1315.46,BestBuy,IT Hardware expense at BestBuy
2025-11-13,EMP076,IT Hardware,1631.89,Dell,IT Hardware expense at Dell
2025-04-11,EMP132,Software,917.96,Atlassian,Software expense at Atlassian
2025-02-09,EMP063,Meals,255.55,Dominos,Meals expense at Dominos
2025-06-18,EMP005,Travel,855.89,Delta Air,Travel expense at Delta Air
2025-11-25,EMP117,IT Hardware,3617.84,BestBuy,IT Hardware expense at BestBuy
2025-03-13,EMP145,IT Hardware,3975.88,Dell,IT Hardware expense at Dell
2025-09-30,EMP087,IT Hardware,1614.32,Dell,IT Hardware expense at Dell
2025-02-10,EMP099,Meals,367.26,Chipotle,Meals expense at Chipotle
2024-12-22,EMP107,Meals,186.04,Panera,Meals expense at Panera
2025-04-26,EMP137,IT Hardware,1550.68,BestBuy,IT Hardware expense at BestBuy
2025-02-19,EMP020,Meals,289.07,Dominos,Meals expense at Dominos
2024-12-27,EMP088,Office,377.84,Staples,Office expense at Staples
2025-11-13,EMP128,Software,3852.64,Atlassian,Software expense at Atlassian
2025-07-14,EMP084,Software,2297.54,Slack,Software expense at Slack
2025-02-05,EMP118,Meals,105.8,Chipotle,Meals expense at Chipotle
2025-04-12,EMP083,Lodging,680.16,Holiday Inn,Lodging expense at Holiday Inn
2025-04-29,EMP020,Meals,28.69,Starbucks,Meals expense at Starbucks
2025-08-16,EMP146,Lodging,467.92,Hilton,Lodging expense at Hilton
2025-02-01,EMP033,Software,3693.32,Atlassian,Software expense at Atlassian
2025-05-05,EMP053,Travel,315.72,Delta Air,Travel expense at Delta Air
2024-12-03,EMP036,Meals,316.84,Panera,Meals expense at Panera
2025-08-10,EMP014,Meals,275.59,Panera,Meals expense at Panera
2025-05-27,EMP054,Office,615.12,Office Depot,Office expense at Office Depot
2025-07-26,EMP031,Meals,99.73,Panera,Meals expense at Panera
2025-03-25,EMP100,Software,3835.28,Slack,Software expense at Slack
2025-07-27,EMP095,Meals,52.35,Local Diner,Meals expense at Local Diner
2025-11-29,EMP072,IT Hardware,2325.06,BestBuy,IT Hardware expense at BestBuy
2025-02-15,EMP091,Meals,153.46,Ruths Chris,Meals expense at Ruths Chris
2025-11-20,EMP005,Travel,1175.32,Uber,Travel expense at Uber
2025-05-23,EMP095,Travel,103.37,United,Travel expense at United
2025-04-24,EMP087,IT Hardware,2605.25,Apple Store,IT Hardware expense at Apple Store
2025-10-06,EMP130,Lodging,487.39,Holiday Inn,Lodging expense at Holiday Inn
2025-08-22,EMP135,Lodging,423.08,Hyatt,Lodging expense at Hyatt
2025-05-26,EMP090,Office,67.21,Staples,Office expense at Staples
2024-12-06,EMP037,Software,1479.77,AWS,Software expense at AWS
2025-01-02,EMP122,Travel,356.58,Uber,Travel expense at Uber
2025-08-28,EMP032,Lodging,1349.72,Hilton,Lodging expense at Hilton
2025-04-23,EMP096,Software,2104.65,Zoom,Software expense at Zoom
2024-12-18,EMP066,Lodging,2951.49,Airbnb,Lodging expense at Airbnb
2025-02-07,EMP049,Office,148.15,Office Depot,Office expense at Office Depot
2025-03-04,EMP029,Travel,30.69,Hertz,Travel expense at Hertz
2025-10-06,EMP066,IT Hardware,464.6,Dell,IT Hardware expense at Dell
2025-05-22,EMP136,Lodging,1476.29,Airbnb,Lodging expense at Airbnb
2025-06-25,EMP013,Office,136.05,Amazon Biz,Office expense at Amazon Biz
2025-03-21,EMP112,IT Hardware,2183.79,Newegg,IT Hardware expense at Newegg
2025-05-13,EMP069,Travel,286.03,Lyft,Travel expense at Lyft
2025-07-18,EMP095,Meals,392.89,Dominos,Meals expense at Dominos
2025-06-30,EMP066,Lodging,1622.58,Airbnb,Lodging expense at Airbnb
2025-11-02,EMP065,Office,197.53,Uline,Office expense at Uline
2025-10-03,EMP018,IT Hardware,1555.21,Apple Store,IT Hardware expense at Apple Store
2025-08-26,EMP061,Office,604.06,Uline,Office expense at Uline
2025-02-20,EMP048,Software,3101.6,Salesforce,Software expense at Salesforce
2025-07-03,EMP084,Software,992.78,Salesforce,Software expense at Salesforce
2025-08-11,EMP094,Meals,335.46,Ruths Chris,Meals expense at Ruths Chris
2025-02-28,EMP136,Office,121.57,Staples,Office expense at Staples
2025-09-28,EMP112,Meals,165.47,Dominos,Meals expense at Dominos
2025-03-17,EMP051,Software,1930.7,Salesforce,Software expense at Salesforce
2025-07-01,EMP005,Lodging,1887.79,Marriott,Lodging expense at Marriott
2025-03-31,EMP117,Travel,679.16,Lyft,Travel expense at Lyft
2025-01-25,EMP066,Lodging,1887.27,Hyatt,Lodging expense at Hyatt
2025-02-26,EMP048,Office,98.41,Staples,Office expense at Staples
2024-12-15,EMP045,Software,3849.38,Zoom,Software expense at Zoom
2025-03-10,EMP025,Lodging,1296.08,Hilton,Lodging expense at Hilton
2024-12-23,EMP040,Software,3870.96,Zoom,Software expense at Zoom
2025-05-17,EMP064,Software,3464.28,AWS,Software expense at AWS
2025-06-13,EMP001,Meals,260.46,Dominos,Meals expense at Dominos
2025-04-19,EMP113,Meals,128.55,Local Diner,Meals expense at Local Diner
2025-09-28,EMP103,Software,2397.76,Slack,Software expense at Slack
2025-09-29,EMP098,Travel,1277.23,Amtrak,Travel expense at Amtrak
2025-08-26,EMP006,Software,2009.05,Zoom,Software expense at Zoom
2024-12-30,EMP146,Office,961.25,Office Depot,Office expense at Office Depot
2025-01-16,EMP013,Office,119.44,Office Depot,Office expense at Office Depot
2024-12-21,EMP093,Lodging,2039.58,Hilton,Lodging expense at Hilton
2025-09-22,EMP046,Meals,55.14,Panera,Meals expense at Panera
2025-07-29,EMP136,Software,2842.1,Zoom,Software expense at Zoom
2025-06-22,EMP059,Software,4759.23,Salesforce,Software expense at Salesforce
2025-04-20,EMP123,Lodging,2330.04,Airbnb,Lodging expense at Airbnb
2025-05-26,EMP007,Meals,74.33,Chipotle,Meals expense at Chipotle
2025-04-08,EMP113,IT Hardware,3778.21,CDW,IT Hardware expense at CDW
2025-03-29,EMP128,Software,955.85,Slack,Software expense at Slack
2024-12-13,EMP141,Travel,1296.93,United,Travel expense at United
2025-06-25,EMP062,Software,2201.65,Slack,Software expense at Slack
2025-04-15,EMP047,Travel,602.24,Hertz,Travel expense at Hertz
2025-06-20,EMP084,Software,2702.83,Salesforce,Software expense at Salesforce
2025-06-05,EMP104,Software,3060.97,AWS,Software expense at AWS
2025-03-27,EMP048,Software,1424.31,Salesforce,Software expense at Salesforce
2025-02-07,EMP038,Software,3689.06,Atlassian,Software expense at Atlassian
2025-11-26,EMP126,Travel,241.41,Amtrak,Travel expense at Amtrak
2025-07-19,EMP130,Lodging,2957.2,Airbnb,Lodging expense at Airbnb
2025-09-27,EMP046,Travel,802.02,Delta Air,Travel expense at Delta Air
2025-08-14,EMP097,Meals,194.72,Local Diner,Meals expense at Local Diner
2025-01-19,EMP145,Travel,1093.34,Delta Air,Travel expense at Delta Air
2025-03-27,EMP045,Travel,1267.64,Uber,Travel expense at Uber
2025-01-31,EMP082,Meals,219.92,Chipotle,Meals expense at Chipotle
2025-10-16,EMP091,IT Hardware,1538.04,Dell,IT Hardware expense at Dell
2025-01-31,EMP011,Lodging,1857.73,Holiday Inn,Lodging expense at Holiday Inn
2025-01-21,EMP136,Meals,267.12,Starbucks,Meals expense at Starbucks
2025-09-01,EMP054,Software,2932.32,Zoom,Software expense at Zoom
2024-12-20,EMP028,Lodging,2879.77,Holiday Inn,Lodging expense at Holiday Inn
2024-12-17,EMP115,IT Hardware,3409.59,BestBuy,IT Hardware expense at BestBuy
2024-12-01,EMP028,Meals,267.32,Starbucks,Meals expense at Starbucks
2025-03-15,EMP072,Office,292.58,Uline,Office expense at Uline
2025-01-02,EMP063,Lodging,2604.31,Holiday Inn,Lodging expense at Holiday Inn
2025-03-04,EMP041,IT Hardware,316.27,Newegg,IT Hardware expense at Newegg
2025-01-07,EMP082,Lodging,1616.22,Hyatt,Lodging expense at Hyatt
2025-03-03,EMP087,Meals,20.68,Ruths Chris,Meals expense at Ruths Chris
2025-09-24,EMP035,Travel,1077.88,Hertz,Travel expense at Hertz
2025-09-23,EMP094,Office,581.04,Uline,Office expense at Uline
2025-06-12,EMP111,Office,239.69,Amazon Biz,Office expense at Amazon Biz
2025-05-19,EMP129,Office,204.15,Amazon Biz,Office expense at Amazon Biz
2025-03-03,EMP149,IT Hardware,1788.75,CDW,IT Hardware expense at CDW
2025-09-06,EMP094,Travel,1039.71,Lyft,Travel expense at Lyft
2025-11-13,EMP041,Office,71.78,Office Depot,Office expense at Office Depot
2024-12-03,EMP021,Travel,787.0,Hertz,Travel expense at Hertz
2025-07-24,EMP073,Travel,534.58,Amtrak,Travel expense at Amtrak
2025-08-29,EMP140,Lodging,1517.91,Marriott,Lodging expense at Marriott
2025-05-01,EMP068,Office,533.93,Office Depot,Office expense at Office Depot
2025-01-04,EMP096,Office,143.15,Office Depot,Office expense at Office Depot
2025-09-19,EMP090,Travel,337.22,Delta Air,Travel expense at Delta Air
2025-10-20,EMP090,Travel,461.76,Uber,Travel expense at Uber
2025-05-28,EMP048,Office,214.68,Office Depot,Office expense at Office Depot
2025-10-17,EMP054,Office,622.71,Amazon Biz,Office expense at Amazon Biz
2025-01-23,EMP026,IT Hardware,2358.1,Apple Store,IT Hardware expense at Apple Store
2025-11-21,EMP084,Software,1800.32,AWS,Software expense at AWS
2025-02-12,EMP052,Lodging,1539.54,Airbnb,Lodging expense at Airbnb
2025-04-20,EMP077,Lodging,1205.97,Marriott,Lodging expense at Marriott
2025-01-31,EMP130,IT Hardware,2097.03,Newegg,IT Hardware expense at Newegg
2025-01-21,EMP072,Software,2308.51,Salesforce,Software expense at Salesforce
2025-05-19,EMP027,Office,346.83,Uline,Office expense at Uline
2025-04-04,EMP035,Travel,503.93,United,Travel expense at United
2025-11-03,EMP076,Software,2718.99,Atlassian,Software expense at Atlassian
2025-09-22,EMP146,Travel,397.54,Delta Air,Travel expense at Delta Air
2025-09-02,EMP101,Travel,529.73,Lyft,Travel expense at Lyft
2025-10-09,EMP024,Travel,524.01,Lyft,Travel expense at Lyft
2025-11-03,EMP149,IT Hardware,1668.32,CDW,IT Hardware expense at CDW
2025-11-16,EMP116,Software,3855.95,Atlassian,Software expense at Atlassian
2025-11-30,EMP071,IT Hardware,3095.83,Newegg,IT Hardware expense at Newegg
2025-07-08,EMP048,Travel,1462.9,Hertz,Travel expense at Hertz
2025-06-27,EMP109,Lodging,2069.06,Hilton,Lodging expense at Hilton
2025-09-24,EMP149,IT Hardware,1718.0,BestBuy,IT Hardware expense at BestBuy
2025-11-12,EMP041,Meals,397.36,Chipotle,Meals expense at Chipotle
2025-01-06,EMP070,Lodging,1534.26,Airbnb,Lodging expense at Airbnb
2025-01-27,EMP116,Software,2140.96,Zoom,Software expense at Zoom
2025-07-07,EMP027,Lodging,2329.47,Holiday Inn,Lodging expense at Holiday Inn
2025-12-01,EMP001,Lodging,777.78,Airbnb,Lodging expense at Airbnb
2025-05-02,EMP010,Meals,336.04,Starbucks,Meals expense at Starbucks
2025-05-17,EMP005,Lodging,587.63,Marriott,Lodging expense at Marriott
2025-02-08,EMP043,Software,1115.37,Zoom,Software expense at Zoom
2025-10-24,EMP076,Meals,149.39,Local Diner,Meals expense at Local Diner
2025-07-24,EMP022,Meals,137.51,Local Diner,Meals expense at Local Diner
2025-02-27,EMP008,Travel,914.91,Lyft,Travel expense at Lyft
2025-03-19,EMP128,IT Hardware,1554.39,Apple Store,IT Hardware expense at Apple Store
2025-11-24,EMP057,IT Hardware,3607.57,Apple Store,IT Hardware expense at Apple Store
2025-06-23,EMP009,Meals,22.66,Chipotle,Meals expense at Chipotle
2025-10-04,EMP078,Lodging,1507.77,Marriott,Lodging expense at Marriott
2025-05-20,EMP028,Office,197.26,Office Depot,Office expense at Office Depot
2025-06-02,EMP063,Travel,1438.39,Uber,Travel expense at Uber
2025-09-18,EMP127,Travel,903.07,Lyft,Travel expense at Lyft
2025-10-26,EMP134,Office,783.28,Uline,Office expense at Uline
2024-12-21,EMP036,Travel,186.61,Lyft,Travel expense at Lyft
2025-04-15,EMP071,Travel,1014.38,Uber,Travel expense at Uber
2025-02-15,EMP049,Lodging,2132.48,Airbnb,Lodging expense at Airbnb
2025-03-27,EMP052,Office,115.84,Uline,Office expense at Uline
2024-12-06,EMP078,Software,536.97,Zoom,Software expense at Zoom
2025-06-08,EMP083,Meals,209.91,Chipotle,Meals expense at Chipotle
2025-07-11,EMP126,IT Hardware,898.12,Apple Store,IT Hardware expense at Apple Store
2025-11-15,EMP020,Office,544.69,Amazon Biz,Office expense at Amazon Biz
2025-06-13,EMP078,IT Hardware,3959.3,Dell,IT Hardware expense at Dell
2024-12-19,EMP085,Meals,212.24,Starbucks,Meals expense at Starbucks
2025-06-04,EMP079,Office,678.27,Staples,Office expense at Staples
2025-08-29,EMP110,Meals,345.13,Local Diner,Meals expense at Local Diner
2025-11-22,EMP130,Office,82.81,Uline,Office expense at Uline
2024-12-05,EMP001,Software,3715.08,AWS,Software expense at AWS
2025-06-04,EMP031,IT Hardware,389.04,CDW,IT Hardware expense at CDW
2025-06-24,EMP069,Office,251.91,Amazon Biz,Office expense at Amazon Biz
2025-04-16,EMP085,Travel,1431.37,Amtrak,Travel expense at Amtrak
2025-07-13,EMP053,Office,246.29,Office Depot,Office expense at Office Depot
2025-06-18,EMP093,IT Hardware,3117.71,CDW,IT Hardware expense at CDW
2025-07-30,EMP122,Office,871.05,Staples,Office expense at Staples
2025-02-03,EMP109,Office,700.49,Staples,Office expense at Staples
2025-05-04,EMP043,Meals,338.23,Starbucks,Meals expense at Starbucks
2025-05-12,EMP056,Lodging,1249.07,Hyatt,Lodging expense at Hyatt
2025-09-12,EMP017,Office,530.86,Uline,Office expense at Uline
2025-09-05,EMP028,IT Hardware,2391.81,CDW,IT Hardware expense at CDW
2025-09-05,EMP125,Travel,795.52,Lyft,Travel expense at Lyft
2025-11-22,EMP091,IT Hardware,1419.03,Newegg,IT Hardware expense at Newegg
2025-05-27,EMP150,IT Hardware,346.91,Apple Store,IT Hardware expense at Apple Store
2025-01-24,EMP092,Office,666.13,Amazon Biz,Office expense at Amazon Biz
2025-09-26,EMP121,Software,839.52,Slack,Software expense at Slack
2024-12-15,EMP103,IT Hardware,1536.59,Apple Store,IT Hardware expense at Apple Store
2025-11-25,EMP146,IT Hardware,2208.89,CDW,IT Hardware expense at CDW
2025-03-29,EMP038,Office,420.3,Amazon Biz,Office expense at Amazon Biz
2025-02-07,EMP090,Software,2001.44,Slack,Software expense at Slack
2024-12-26,EMP038,Office,723.81,Staples,Office expense at Staples
2025-01-14,EMP139,Software,3361.46,Zoom,Software expense at Zoom
2025-09-05,EMP122,Software,2874.27,Salesforce,Software expense at Salesforce
2024-12-23,EMP101,Lodging,1216.58,Hyatt,Lodging expense at Hyatt
2025-04-17,EMP093,Meals,313.12,Local Diner,Meals expense at Local Diner
2025-08-13,EMP006,Software,4018.39,Zoom,Software expense at Zoom
2025-01-12,EMP027,Lodging,1334.79,Holiday Inn,Lodging expense at Holiday Inn
2025-08-12,EMP123,Software,2776.35,Zoom,Software expense at Zoom
2025-10-20,EMP141,Meals,28.4,Panera,Meals expense at Panera
2025-04-05,EMP033,Meals,343.18,Dominos,Meals expense at Dominos
2025-07-26,EMP073,Software,2804.3,AWS,Software expense at AWS
2025-02-02,EMP127,Travel,670.47,Uber,Travel expense at Uber
2025-12-01,EMP130,IT Hardware,3429.76,Apple Store,IT Hardware expense at Apple Store
2025-05-06,EMP079,Office,51.32,Amazon Biz,Office expense at Amazon Biz
2025-05-25,EMP100,IT Hardware,2670.37,CDW,IT Hardware expense at CDW
2025-08-05,EMP023,Lodging,1949.58,Holiday Inn,Lodging expense at Holiday Inn
2025-11-01,EMP011,Software,2730.87,Atlassian,Software expense at Atlassian
2025-04-15,EMP110,Travel,407.36,United,Travel expense at United
2025-05-30,EMP002,Travel,140.33,Uber,Travel expense at Uber
2025-05-20,EMP128,Travel,1407.1,Amtrak,Travel expense at Amtrak
2025-08-13,EMP112,Travel,268.51,United,Travel expense at United
2025-02-09,EMP121,Travel,418.94,Uber,Travel expense at Uber
2025-02-03,EMP128,Office,37.13,Office Depot,Office expense at Office Depot
2025-09-08,EMP034,Travel,1127.66,Amtrak,Travel expense at Amtrak
2025-06-19,EMP059,IT Hardware,341.95,Newegg,IT Hardware expense at Newegg
2025-06-21,EMP011,Software,2339.37,Slack,Software expense at Slack
2025-06-16,EMP028,Office,49.19,Staples,Office expense at Staples
2025-10-28,EMP147,IT Hardware,1453.88,Newegg,IT Hardware expense at Newegg
2025-10-23,EMP146,Software,3430.8,Atlassian,Software expense at Atlassian
2025-10-20,EMP041,Travel,229.24,Uber,Travel expense at Uber
2024-12-22,EMP093,Travel,520.39,United,Travel expense at United
2025-08-16,EMP017,Lodging,1207.8,Holiday Inn,Lodging expense at Holiday Inn
2025-02-26,EMP101,Software,3869.46,Atlassian,Software expense at Atlassian
2025-03-22,EMP051,Meals,252.56,Panera,Meals expense at Panera
2025-01-13,EMP048,Office,488.15,Office Depot,Office expense at Office Depot
2024-12-06,EMP088,Travel,884.48,United,Travel expense at United
2025-03-14,EMP084,Office,137.83,Staples,Office expense at Staples
2025-07-16,EMP097,Software,4178.42,Zoom,Software expense at Zoom
2025-01-20,EMP076,Lodging,2152.77,Holiday Inn,Lodging expense at Holiday Inn
2025-10-21,EMP068,Travel,932.01,Delta Air,Travel expense at Delta Air
2025-01-14,EMP084,Office,516.25,Uline,Office expense at Uline
2025-05-25,EMP016,Meals,114.88,Chipotle,Meals expense at Chipotle
2025-08-29,EMP096,Software,52.04,Salesforce,Software expense at Salesforce
2025-11-27,EMP026,Lodging,1437.36,Holiday Inn,Lodging expense at Holiday Inn
2025-06-03,EMP143,Lodging,403.8,Airbnb,Lodging expense at Airbnb
2025-10-22,EMP061,Meals,379.47,Chipotle,Meals expense at Chipotle
2025-10-13,EMP125,Lodging,1693.84,Hyatt,Lodging expense at Hyatt
2025-08-04,EMP124,Office,796.24,Uline,Office expense at Uline
2025-06-29,EMP110,Office,825.66,Office Depot,Office expense at Office Depot
2025-06-01,EMP013,Meals,257.46,Starbucks,Meals expense at Starbucks
2025-09-23,EMP030,Meals,235.28,Ruths Chris,Meals expense at Ruths Chris
2025-09-20,EMP005,Travel,377.7,Hertz,Travel expense at Hertz
2025-02-09,EMP137,IT Hardware,3470.74,CDW,IT Hardware expense at CDW
2025-05-22,EMP117,Office,475.58,Uline,Office expense at Uline
2025-02-23,EMP148,IT Hardware,634.96,Dell,IT Hardware expense at Dell
2025-08-08,EMP100,Travel,825.97,Delta Air,Travel expense at Delta Air
2024-12-27,EMP124,Lodging,1286.45,Holiday Inn,Lodging expense at Holiday Inn
2024-12-30,EMP051,Lodging,493.69,Marriott,Lodging expense at Marriott
2025-09-30,EMP073,Lodging,1824.22,Marriott,Lodging expense at Marriott
2025-05-07,EMP097,Travel,799.2,United,Travel expense at United
2024-12-24,EMP005,Lodging,2764.44,Hilton,Lodging expense at Hilton
2025-01-12,EMP148,Meals,147.65,Dominos,Meals expense at Dominos
2025-06-18,EMP036,Meals,195.26,Starbucks,Meals expense at Starbucks
2025-09-24,EMP051,Lodging,1039.01,Hilton,Lodging expense at Hilton
2025-08-22,EMP086,Office,428.71,Uline,Office expense at Uline
2025-08-19,EMP039,IT Hardware,2532.75,Newegg,IT Hardware expense at Newegg
2025-02-14,EMP011,Office,232.89,Amazon Biz,Office expense at Amazon Biz
2024-12-17,EMP051,Travel,731.61,Delta Air,Travel expense at Delta Air
2025-11-09,EMP111,Lodging,469.41,Airbnb,Lodging expense at Airbnb
2025-04-11,EMP133,Travel,137.2,Delta Air,Travel expense at Delta Air
2025-03-11,EMP016,Travel,632.12,Uber,Travel expense at Uber
2025-05-22,EMP114,Lodging,2689.34,Holiday Inn,Lodging expense at Holiday Inn
2025-02-13,EMP001,Lodging,895.17,Airbnb,Lodging expense at Airbnb
2025-03-12,EMP048,Travel,700.88,Delta Air,Travel expense at Delta Air
2025-08-21,EMP095,Travel,179.71,United,Travel expense at United
2025-01-04,EMP118,Travel,901.46,Uber,Travel expense at Uber
2025-06-29,EMP128,IT Hardware,180.42,CDW,IT Hardware expense at CDW
2025-10-25,EMP040,Software,3173.67,Slack,Software expense at Slack
2025-05-30,EMP079,IT Hardware,541.33,Dell,IT Hardware expense at Dell
2025-09-02,EMP144,Lodging,2694.36,Holiday Inn,Lodging expense at Holiday Inn
2025-10-30,EMP008,Office,151.09,Staples,Office expense at Staples
2025-06-16,EMP125,IT Hardware,1712.64,Newegg,IT Hardware expense at Newegg
2025-01-18,EMP002,Travel,69.87,United,Travel expense at United
2025-05-05,EMP003,Office,746.52,Office Depot,Office expense at Office Depot
2025-06-13,EMP137,Office,119.89,Office Depot,Office expense at Office Depot
2025-09-02,EMP047,IT Hardware,3002.86,CDW,IT Hardware expense at CDW
2025-08-25,EMP121,Meals,255.89,Starbucks,Meals expense at Starbucks
2025-05-23,EMP017,Office,802.36,Office Depot,Office expense at Office Depot
2025-08-16,EMP089,Meals,185.39,Chipotle,Meals expense at Chipotle
2024-12-03,EMP066,Lodging,2732.7,Airbnb,Lodging expense at Airbnb
2025-08-13,EMP142,Office,851.02,Staples,Office expense at Staples
2025-07-13,EMP132,Lodging,1733.26,Holiday Inn,Lodging expense at Holiday Inn
2024-12-19,EMP090,Lodging,682.12,Holiday Inn,Lodging expense at Holiday Inn
2025-11-01,EMP122,Travel,1081.9,Hertz,Travel expense at Hertz
2025-06-07,EMP070,Office,595.2,Amazon Biz,Office expense at Amazon Biz
2025-01-06,EMP130,Software,3987.45,AWS,Software expense at AWS
2025-02-07,EMP130,IT Hardware,604.7,CDW,IT Hardware expense at CDW
2025-03-17,EMP085,Software,3723.2,AWS,Software expense at AWS
2025-07-08,EMP062,Office,847.01,Amazon Biz,Office expense at Amazon Biz
2025-09-21,EMP093,Office,264.21,Uline,Office expense at Uline
2025-07-12,EMP054,Software,4335.02,Salesforce,Software expense at Salesforce
2025-10-03,EMP048,IT Hardware,1076.65,BestBuy,IT Hardware expense at BestBuy
2025-06-10,EMP069,IT Hardware,3939.97,CDW,IT Hardware expense at CDW
2024-12-23,EMP018,Travel,303.06,Amtrak,Travel expense at Amtrak
2025-10-25,EMP143,IT Hardware,3865.76,BestBuy,IT Hardware expense at BestBuy
2025-07-10,EMP109,Office,607.4,Office Depot,Office expense at Office Depot
2025-07-15,EMP136,Lodging,2282.24,Hyatt,Lodging expense at Hyatt
2025-05-18,EMP081,Travel,547.01,Hertz,Travel expense at Hertz
2025-01-22,EMP150,Travel,1136.99,Delta Air,Travel expense at Delta Air
2024-12-02,EMP091,Lodging,2017.62,Airbnb,Lodging expense at Airbnb
2025-03-25,EMP105,Meals,185.73,Ruths Chris,Meals expense at Ruths Chris
2025-05-04,EMP031,Travel,1290.36,Hertz,Travel expense at Hertz
2025-07-18,EMP131,Office,287.72,Office Depot,Office expense at Office Depot
2025-09-09,EMP028,IT Hardware,770.67,Dell,IT Hardware expense at Dell
2025-09-19,EMP113,Office,747.47,Staples,Office expense at Staples
2025-07-03,EMP036,Lodging,2665.43,Hyatt,Lodging expense at Hyatt
2025-03-14,EMP076,Travel,1075.17,Delta Air,Travel expense at Delta Air
2025-05-02,EMP010,Office,121.59,Staples,Office expense at Staples
2025-10-01,EMP055,Travel,744.64,Lyft,Travel expense at Lyft
2025-04-05,EMP094,IT Hardware,2306.75,CDW,IT Hardware expense at CDW
2025-09-13,EMP084,Office,917.89,Staples,Office expense at Staples
2025-09-02,EMP115,IT Hardware,582.68,Apple Store,IT Hardware expense at Apple Store
2025-01-29,EMP010,Meals,101.19,Local Diner,Meals expense at Local Diner
2025-05-29,EMP062,Office,613.46,Uline,Office expense at Uline
2025-04-11,EMP111,Meals,288.68,Starbucks,Meals expense at Starbucks
2025-11-18,EMP025,IT Hardware,779.99,Newegg,IT Hardware expense at Newegg
2025-07-12,EMP115,Software,2080.17,AWS,Software expense at AWS
2025-03-25,EMP015,Office,620.26,Office Depot,Office expense at Office Depot
2025-05-04,EMP017,Lodging,2289.84,Marriott,Lodging expense at Marriott
2025-03-06,EMP061,Software,3012.46,AWS,Software expense at AWS
2024-12-19,EMP019,Office,395.15,Uline,Office expense at Uline
2025-05-29,EMP062,Meals,212.15,Local Diner,Meals expense at Local Diner
2025-11-15,EMP078,Office,715.66,Staples,Office expense at Staples
2025-07-30,EMP063,Meals,349.89,Local Diner,Meals expense at Local Diner
2025-11-21,EMP050,Travel,1103.39,United,Travel expense at United
2025-03-05,EMP037,Software,2942.29,Salesforce,Software expense at Salesforce
2025-06-27,EMP060,Software,2927.74,Slack,Software expense at Slack
2025-06-24,EMP090,Office,578.56,Uline,Office expense at Uline
2025-06-20,EMP131,Travel,1459.54,Hertz,Travel expense at Hertz
2025-01-28,EMP101,Office,213.75,Amazon Biz,Office expense at Amazon Biz
2025-01-07,EMP019,IT Hardware,3149.34,CDW,IT Hardware expense at CDW
2025-04-18,EMP047,Lodging,974.61,Hilton,Lodging expense at Hilton
2025-06-19,EMP065,Lodging,1723.03,Hyatt,Lodging expense at Hyatt
2025-02-15,EMP141,Office,917.24,Office Depot,Office expense at Office Depot
2025-09-06,EMP144,IT Hardware,264.13,Newegg,IT Hardware expense at Newegg
2025-04-17,EMP121,IT Hardware,1128.96,BestBuy,IT Hardware expense at BestBuy
2025-01-17,EMP072,Lodging,979.29,Hyatt,Lodging expense at Hyatt
2025-04-17,EMP124,IT Hardware,1593.75,Newegg,IT Hardware expense at Newegg
2025-05-25,EMP005,Travel,978.91,Amtrak,Travel expense at Amtrak
2025-11-29,EMP142,Software,781.0,AWS,Software expense at AWS
2024-12-16,EMP138,Office,407.11,Uline,Office expense at Uline
2025-11-27,EMP101,Software,4690.4,Atlassian,Software expense at Atlassian
2025-07-08,EMP023,IT Hardware,3267.65,CDW,IT Hardware expense at CDW
2025-01-04,EMP116,Meals,141.42,Panera,Meals expense at Panera
2024-12-05,EMP088,Office,82.43,Uline,Office expense at Uline
2025-07-02,EMP019,Office,176.46,Staples,Office expense at Staples
2025-05-18,EMP105,Software,3852.06,Atlassian,Software expense at Atlassian
2025-07-05,EMP138,IT Hardware,3663.2,Dell,IT Hardware expense at Dell
2025-09-17,EMP079,Office,519.73,Uline,Office expense at Uline
2025-07-21,EMP136,Meals,32.23,Panera,Meals expense at Panera
2025-01-09,EMP032,IT Hardware,1565.08,Newegg,IT Hardware expense at Newegg
2024-12-22,EMP034,Travel,243.54,Hertz,Travel expense at Hertz
2025-04-18,EMP046,Meals,346.94,Panera,Meals expense at Panera
2024-12-19,EMP106,Software,977.51,Slack,Software expense at Slack
2025-05-26,EMP130,Travel,150.98,United,Travel expense at United
2025-05-05,EMP116,Travel,123.79,Amtrak,Travel expense at Amtrak
2025-03-26,EMP145,Software,1823.97,Slack,Software expense at Slack
2025-03-24,EMP124,Office,775.67,Amazon Biz,Office expense at Amazon Biz
2025-09-13,EMP090,Lodging,1348.54,Hilton,Lodging expense at Hilton
2025-08-16,EMP003,Office,323.75,Office Depot,Office expense at Office Depot
2024-12-07,EMP149,Office,202.58,Amazon Biz,Office expense at Amazon Biz
2025-04-27,EMP142,Office,153.31,Staples,Office expense at Staples
2025-09-13,EMP111,Travel,586.34,Hertz,Travel expense at Hertz
